line_no,N,M_stored,M_pari,K_stored,K_pari,U_stored,U_pari,Q_stored,Q_pari,R_stored,R_pari,irreducible,max_off_circle,ok_irr,ok_M,ok_KUQR
2412,82,1.251789529340776390718707308761085280411333190513705624895960322627648580,1.25178952934077639071870730876108528041133319051370562489596,7,7,68,68,12,12,2,2,1,0.0418613725547470866627787688872070670893032559859642671961782,1,1,1
2413,82,1.252951556332644938943285840231638680243260289840289382557605191662283235,1.25295155633264493894328584023163868024326028984028938255761,8,8,66,66,16,16,0,0,1,0.0350990465048360423488743298508756664988864809266353552184381,1,1,1
2414,82,1.252994147239810165595932319050197591980712896570656727825358645507430667,1.25299414723981016559593231905019759198071289657065672782536,9,9,64,64,16,16,2,2,1,0.0376325344708186241052900434787860145409629041555905243319760,1,1,1
2415,82,1.253546261162244624187559304433682986139090176558805998714863790885750682,1.25354626116224462418755930443368298613909017655880599871486,10,10,62,62,20,20,0,0,1,0.0325091112166183635729659564544362891454857304176997046797466,1,1,1
2416,82,1.253841067438025960832799041341317421848475910816931684879700559709292656,1.25384106743802596083279904134131742184847591081693168487970,9,9,64,64,16,16,2,2,1,0.0314772717072691567135292957889017886975882732371959175595137,1,1,1
2417,82,1.253972982852123504772802505659690154104966359673966690143035951085501754,1.25397298285212350477280250565969015410496635967396669014304,9,9,64,64,16,16,2,2,1,0.0313660007263885237756976400372806482286014089708869499530020,1,1,1
2418,82,1.254585335311530391583455665884768009544868141074871644107951002302218801,1.25458533531153039158345566588476800954486814107487164410795,9,9,64,64,16,16,2,2,1,0.0315494623145147788676913304079509003891258793640928370490092,1,1,1
2419,82,1.254613590390082116185510775691279850210962005927915721022835148063464230,1.25461359039008211618551077569127985021096200592791572102284,8,8,66,66,16,16,0,0,1,0.0360186529332614901341268717785445123263616856258912251240289,1,1,1
2420,82,1.255182241347304394081923241785945143604601898200725729167288650983729310,1.25518224134730439408192324178594514360460189820072572916729,9,9,64,64,16,16,2,2,1,0.0317363204191681848286497209873812982374617910880820220243282,1,1,1
2421,82,1.255951122075149001035574817657755385023848943061649877927560722591903842,1.25595112207514900103557481765775538502384894306164987792756,9,9,64,64,16,16,2,2,1,0.0319909386969107576693482085636295854654921857302404497850234,1,1,1
2422,82,1.255971328380142360282530847392402377752001515392870226485656398828907528,1.25597132838014236028253084739240237775200151539287022648566,7,7,68,68,12,12,2,2,1,0.0433113098445511740203310707861591328710225704622423559063190,1,1,1
2423,82,1.256727829452149031080161421535530901193807775100382451265553898645389346,1.25672782945214903108016142153553090119380777510038245126555,10,10,62,62,20,20,0,0,1,0.0321111232199539271631399680610014445035002392763495014961711,1,1,1
2424,82,1.256862423414175895857271325696119097747140457679264779751657247397006132,1.25686242341417589585727132569611909774714045767926477975166,9,9,64,64,16,16,2,2,1,0.0323183989320662820064788296900688494236857774837576984416199,1,1,1
2425,82,1.258252549244279095240082974188798325151124171312549102444522466487846151,1.25825254924427909524008297418879832515112417131254910244452,8,8,66,66,16,16,0,0,1,0.0372725524954687080791579770167190897518355490265675232767596,1,1,1
2426,82,1.258549797676177047042202863758477530719577836512873119540757138281057456,1.25854979767617704704220286375847753071957783651287311954076,7,7,68,68,12,12,2,2,1,0.0571021680995368576939403649384318959657720206714804698419653,1,1,1
2427,82,1.258676989813952164638962236430317350210190957845691958073831998172166438,1.25867698981395216463896223643031735021019095784569195807383,7,7,68,68,12,12,2,2,1,0.0481052010888687578942701600663931817962590148420975189583469,1,1,1
2428,82,1.258897718558555510781962078122850852578551148416416162518262005318432204,1.25889771855855551078196207812285085257855114841641616251826,9,9,64,64,16,16,2,2,1,0.0332216768231568637652441830790713406810174035320987416733016,1,1,1
2429,82,1.258901765517078744337398986563012735679990126652275111374070698963815378,1.25890176551707874433739898656301273567999012665227511137407,9,9,64,64,16,16,2,2,1,0.0364048840128708428556783049432847284095132729689231962109571,1,1,1
2430,82,1.258916359704035269404228789794966210521850830693897434909592608484290337,1.25891635970403526940422878979496621052185083069389743490959,8,8,66,66,16,16,0,0,1,0.0426786473405376314421662513878575812005711747700502997281896,1,1,1
2431,82,1.258963671853580700074750890855841163329007583397762231413861339306527991,1.25896367185358070007475089085584116332900758339776223141386,10,10,62,62,20,20,0,0,1,0.0315416099230499218227068907285788081994313244166158441968297,1,1,1
2432,82,1.258983872643833831688099490293158759182432282289128686083892951009032579,1.25898387264383383168809949029315875918243228228912868608389,10,10,62,62,20,20,0,0,1,0.0297746269261993215769301298889916834304030589368471235115320,1,1,1
2433,82,1.259567543672769050487930009430803135341969847253583991618418169456873800,1.25956754367276905048793000943080313534196984725358399161842,10,10,62,62,20,20,0,0,1,0.0312384813945113658812530664699500493887230859114728692751253,1,1,1
2434,82,1.259597883822630415618572094828316820205500504515666623115723966370967841,1.25959788382263041561857209482831682020550050451566662311572,7,7,68,68,12,12,2,2,1,0.0463774538521921991179757560154027035913300108970798145347835,1,1,1
2435,82,1.259650970424152656760992579238203169207789013642595744715440123159836310,1.25965097042415265676099257923820316920778901364259574471544,10,10,62,62,20,20,0,0,1,0.0311789350155081121306300241805887937684357809875403075226710,1,1,1
2436,82,1.259827276684468444064370977388892627445298536699997933518608979198383990,1.25982727668446844406437097738889262744529853669999793351861,9,9,64,64,16,16,2,2,1,0.0338187329426403578320032496853254410226890117678338433067798,1,1,1
2437,82,1.260263735304803966048782134083630451633474870859763100356272115676263314,1.26026373530480396604878213408363045163347487085976310035627,8,8,66,66,16,16,0,0,1,0.0387078051477926088006848234099034640362549945783208987205373,1,1,1
2438,82,1.260455524084446826628453287600443464724541643487646308702353811022438229,1.26045552408444682662845328760044346472454164348764630870235,9,9,64,64,16,16,2,2,1,0.0345327521038782330835042688003905159455880211381598584134791,1,1,1
2439,82,1.260750888160435503452942817532248714050176198962118314855607846022592421,1.26075088816043550345294281753224871405017619896211831485561,7,7,68,68,12,12,2,2,1,0.0551308181877614971950493883065556116140936764838450475747460,1,1,1
2440,82,1.261027017557037006483871311632639842646393553711304078947848108744571017,1.26102701755703700648387131163263984264639355371130407894785,8,8,66,66,16,16,0,0,1,0.0404702537986250435503281490983572264847020333997461488895402,1,1,1
2441,82,1.261273196748689900945761021462932859048165610017307343436105983833204383,1.26127319674868990094576102146293285904816561001730734343611,7,7,68,68,12,12,2,2,1,0.0506255704522864653270264831763765005535209184437591416064438,1,1,1
2442,82,1.277989130033214953884889405294205950651527050417482145512091634086386784,1.27798913003321495388488940529420595065152705041748214551209,11,11,60,60,20,20,2,2,1,0.0274539219496474030076540350790690486080451686055666114021609,1,1,1
2443,82,1.278230133528861105386744041949814944183565824253574196487154869118332086,1.27823013352886110538674404194981494418356582425357419648715,8,8,66,66,16,16,0,0,1,0.0628599756380725129732165979951745842642860088666053751003778,1,1,1
2444,82,1.278484354778398483659634107393361923247850386838359093048118651257181377,1.27848435477839848365963410739336192324785038683835909304812,8,8,66,66,16,16,0,0,1,0.0396638902551955997397420028170526259822690228999024524615259,1,1,1
2445,82,1.278684323693877308629497260710007584267513312798854542213126443459286872,1.27868432369387730862949726071000758426751331279885454221313,12,12,58,58,24,24,0,0,1,0.0249819988612220326364331698509217344055991230739266849288238,1,1,1
2446,82,1.278719644752256224495074216658697507122508091564067519990366805766709661,1.27871964475225622449507421665869750712250809156406751999037,10,10,62,62,20,20,0,0,1,0.0305697526063887743134377552814097131006410960279379994148194,1,1,1
2447,82,1.279332111287691596906314496163731562212837451446412943561865255201019269,1.27933211128769159690631449616373156221283745144641294356187,13,13,56,56,24,24,2,2,1,0.0231851337839930533735179902964740937829482221180035960617860,1,1,1
2448,82,1.279971287940101975971452557854195580055093653749899588658889757684194431,1.27997128794010197597145255785419558005509365374989958865889,11,11,60,60,20,20,2,2,1,0.0337417591596717851835514706720470949551921500623348426137808,1,1,1
2449,82,1.280155361285454799868612718596913702252690601177223338349208687374175622,1.28015536128545479986861271859691370225269060117722333834921,13,13,56,56,24,24,2,2,1,0.0233237916938358187620284601418729133838155625447102295989735,1,1,1
2450,82,1.280359336067756748980637923629581094159347715478037843062883317172138166,1.28035933606775674898063792362958109415934771547803784306288,10,10,62,62,20,20,0,0,1,0.0307614776721106677944751051867928380175125930425327184433262,1,1,1
2451,82,1.280466042544028201068488828263422669983483963843059827230072448620697332,1.28046604254402820106848882826342266998348396384305982723007,11,11,60,60,20,20,2,2,1,0.0279124291972195389650783864765499282680593561139453924103236,1,1,1
2452,82,1.280707425753241239373032834261598275428889374961281735563645788062889363,1.28070742575324123937303283426159827542888937496128173556365,11,11,60,60,20,20,2,2,1,0.0279041405596956730568357430606518173803199849129121606774229,1,1,1
2453,82,1.281088780408594985108857924623914867769803707902088899669491797431425514,1.28108878040859498510885792462391486776980370790208889966949,12,12,58,58,24,24,0,0,1,0.0254243655505248094428958583815852643836052004146561502507082,1,1,1
2454,82,1.282416714801733179408723961940810629923065217398000260018306364544415949,1.28241671480173317940872396194081062992306521739800026001831,13,13,56,56,24,24,2,2,1,0.0237586013277393301310867523896075416158166105722031030369669,1,1,1
2455,82,1.282665304329259730649337777399293342096719455329875055061248619493228229,1.28266530432925973064933777739929334209671945532987505506125,13,13,56,56,24,24,2,2,1,0.0237575799119316516410112934441375866967568579756464822477771,1,1,1
2456,82,1.282827362032095104046180862037420899301034539549410038630758791082747652,1.28282736203209510404618086203742089930103453954941003863076,11,11,60,60,20,20,2,2,1,0.0283916751432621247171069538655472732480571654037625290064873,1,1,1
2457,82,1.282919388910471500409463667599706846159521429049001546321349696834641134,1.28291938891047150040946366759970684615952142904900154632135,13,13,56,56,24,24,2,2,1,0.0238069998999460672595248439679561088825742569881723603732968,1,1,1
2458,82,1.283139717230135388882139627636912732426110602157887124472768446019330471,1.28313971723013538888213962763691273242611060215788712447277,13,13,56,56,24,24,2,2,1,0.0238505010427756833639374800328598930511538034481614106049809,1,1,1
2459,82,1.283289537869537686868861751629430868517983159436032557743199767575387385,1.28328953786953768686886175162943086851798315943603255774320,13,13,56,56,24,24,2,2,1,0.0239049200209629117681312255240912866414135881625750760908720,1,1,1
2460,82,1.283367854514881036907407158691450680741232069372861959564518432059444232,1.28336785451488103690740715869145068074123206937286195956452,10,10,62,62,20,20,0,0,1,0.0315718548284605373336086581133240743086459107927352108319691,1,1,1
2461,82,1.283420135982669075902286722440084916654521712153041769836229925558136054,1.28342013598266907590228672244008491665452171215304176983623,13,13,56,56,24,24,2,2,1,0.0239067896637513208615757890271752202436991827665769017618766,1,1,1
2462,82,1.283758277588614357526144054344884858164811540053212855327058460601480073,1.28375827758861435752614405434488485816481154005321285532706,13,13,56,56,24,24,2,2,1,0.0239761414374991305627782558656043187463408069799149483391353,1,1,1
2463,82,1.283803652047036707402447281952546516172836671031035158250497479810714244,1.28380365204703670740244728195254651617283667103103515825050,9,9,64,64,16,16,2,2,1,0.0368516637368296970438732088043622174040628862307297650222277,1,1,1
2464,82,1.284150980715063460779042291887125558584635473752672892175327923735198787,1.28415098071506346077904229188712555858463547375267289217533,13,13,56,56,24,24,2,2,1,0.0240589010164679443799106750968136289108104076933383223398831,1,1,1
2465,82,1.284153109511071723541967421172546050169691753415197855221857001860842193,1.28415310951107172354196742117254605016969175341519785522186,9,9,64,64,16,16,2,2,1,0.0363853257759585914808421729093727891763584464918337227292649,1,1,1
2466,82,1.284259057167351355815949901665919343215617347889158854207640090412587868,1.28425905716735135581594990166591934321561734788915885420764,13,13,56,56,24,24,2,2,1,0.0241385369028580568873196537399947553652783366177189579132677,1,1,1
