line_no,N,M_stored,M_pari,K_stored,K_pari,U_stored,U_pari,Q_stored,Q_pari,R_stored,R_pari,irreducible,max_off_circle,ok_irr,ok_M,ok_KUQR
2273,78,1.259647441371654627338573572266202407356921545126135881833083098731461320,1.25964744137165462733857357226620240735692154512613588183308,9,9,60,60,16,16,2,2,1,0.0334334405658759900526435786706020799493421931947400755875513,1,1,1
2274,78,1.259780503550896477691430834688643274514211797811332814162694265287702191,1.25978050355089647769143083468864327451421179781133281416269,6,6,66,66,12,12,0,0,1,0.0567584214619801393288776063535774032499760404963221505156700,1,1,1
2275,78,1.259929332693365107391656826092323094376915372293749886453079138873668967,1.25992933269336510739165682609232309437691537229374988645308,8,8,62,62,16,16,0,0,1,0.0391358863402569826127542176427729123989122969359776403720351,1,1,1
2276,78,1.260413309246475963958422446680606076083821750542875634885739044067080656,1.26041330924647596395842244668060607608382175054287563488574,9,9,60,60,16,16,2,2,1,0.0353851132005158716733034548013203120837477247348623841070712,1,1,1
2277,78,1.260418453177949878236835443134611439960855280828591154581696947309775854,1.26041845317794987823683544313461143996085528082859115458170,6,6,66,66,12,12,0,0,1,0.0628419146803834407130311722120672513442765205734169030635958,1,1,1
2278,78,1.260449643126084958493600521007171426816225225392873841590612118838750211,1.26044964312608495849360052100717142681622522539287384159061,9,9,60,60,16,16,2,2,1,0.0341156923103337860331988550350245641274347295978974130766671,1,1,1
2279,78,1.260817405041731810585743374822708787793454378587277639013706593314772572,1.26081740504173181058574337482270878779345437858727763901371,8,8,62,62,16,16,0,0,1,0.0386426841366282964030518931365454203519344281220564904621001,1,1,1
2280,78,1.261245155323469695367429567657618468172759108665108586082724938527940340,1.26124515532346969536742956765761846817275910866510858608272,8,8,62,62,16,16,0,0,1,0.0401114673558400295556495477416001183004547629137066357858174,1,1,1
2281,78,1.261572309065183451498001707190738390694581503253582447439233869565008224,1.26157230906518345149800170719073839069458150325358244743923,7,7,64,64,12,12,2,2,1,0.0480694918968262251245416687150902896350519942412640680246503,1,1,1
2282,78,1.261690480601199678750172463991974163478614587796450076044015357981550175,1.26169048060119967875017246399197416347861458779645007604402,6,6,66,66,12,12,0,0,1,0.0650778469249653022754480666994982239566829494129303733798284,1,1,1
2283,78,1.277988248238349823326855295836769654392572565102349416235738559636678214,1.27798824823834982332685529583676965439257256510234941623574,7,7,64,64,12,12,2,2,1,0.0474715355984012939559942381618706073264872720624586218785610,1,1,1
2284,78,1.278520092941359145854547782397893201710903940192779512382735671050709174,1.27852009294135914585454778239789320171090394019277951238274,11,11,56,56,20,20,2,2,1,0.0273587754754249292457566565833700112027247719155573771636430,1,1,1
2285,78,1.278577689212186059106297352814401052210112631658936631000276465044705418,1.27857768921218605910629735281440105221011263165893663100028,11,11,56,56,20,20,2,2,1,0.0274608433186469901178397836795967663175499258539157758594595,1,1,1
2286,78,1.279152291339623140728157300450040908273919090385596330378417046561522518,1.27915229133962314072815730045004090827391909038559633037842,7,7,64,64,12,12,2,2,1,0.0502541017444590240315627896270974383675113851705977282253115,1,1,1
2287,78,1.280220412885585437708392299461374492759347394807421997172609465603069698,1.28022041288558543770839229946137449275934739480742199717261,9,9,60,60,16,16,2,2,1,0.0349632736379133601663874100320170989754848655175890455271209,1,1,1
2288,78,1.281198749759017060736594769073436218948178244496463041861023922613695219,1.28119874975901706073659476907343621894817824449646304186102,11,11,56,56,20,20,2,2,1,0.0279554011973632650268598449238267935120295639321445882437489,1,1,1
2289,78,1.281254629015989317945108940683483816887746693929069483245454294112370857,1.28125462901598931794510894068348381688774669392906948324545,9,9,60,60,16,16,2,2,1,0.0349100907382392374484455848239109871445369573528198158499273,1,1,1
2290,78,1.281937352484405120335523687592448858047646308887218627386951547469440107,1.28193735248440512033552368759244885804764630888721862738695,11,11,56,56,20,20,2,2,1,0.0280666651817119944663018130808190557214263690994149324529243,1,1,1
2291,78,1.282357592065914417444494897785279731545141125353777531814684505612415959,1.28235759206591441744449489778527973154514112535377753181468,12,12,54,54,24,24,0,0,1,0.0256781430293709443600773308045966638468014757514354663813956,1,1,1
2292,78,1.282760864880390268334422382690686704293277633307350581991843199567737870,1.28276086488039026833442238269068670429327763330735058199184,13,13,52,52,24,24,2,2,1,0.0237760756557635819859529230431096432543951369592424269084447,1,1,1
2293,78,1.284594097472903952049071220798028588175278228666837171154382972726195428,1.28459409747290395204907122079802858817527822866683717115438,13,13,52,52,24,24,2,2,1,0.0241554869932007105096620763897042965584371807535058931356480,1,1,1
2294,78,1.284695856137433502673673731992071725791727144807951259251993610577698914,1.28469585613743350267367373199207172579172714480795125925199,14,14,50,50,28,28,0,0,1,0.0247904775874910522306109815663099021436538417755678273175073,1,1,1
2295,78,1.285797649304568873009545596394225551456564430719998384228159902052261584,1.28579764930456887300954559639422555145656443071999838422816,13,13,52,52,24,24,2,2,1,0.0244122775350441223354264198811804040122785424382170164252419,1,1,1
2296,78,1.286515868204568005288442468484947022784684097113623344889042338327003251,1.28651586820456800528844246848494702278468409711362334488904,9,9,60,60,16,16,2,2,1,0.0441031247030149944286063634472224870038293694137415074591996,1,1,1
2297,78,1.286735413358511912606645566105987040200287259262357186000131800835064419,1.28673541335851191260664556610598704020028725926235718600013,13,13,52,52,24,24,2,2,1,0.0246914427043263974821319206038448675220805155001560135978777,1,1,1
2298,78,1.287534071630932839282682836434008606994762580891679228198954983489837000,1.28753407163093283928268283643400860699476258089167922819895,13,13,52,52,24,24,2,2,1,0.0249082225311906876438988656950118069906560042716926928880836,1,1,1
2299,78,1.287591710271487217668841975409676205614019764522133968568240795361040429,1.28759171027148721766884197540967620561401976452213396856824,8,8,62,62,16,16,0,0,1,0.0450711383356073825597069525165835232087219423225452287091561,1,1,1
2300,78,1.287857199071468959728267106206099030577180647249572841268117191581949315,1.28785719907146895972826710620609903057718064724957284126812,13,13,52,52,24,24,2,2,1,0.0249917007319861186808783592573541931851124804200871904437936,1,1,1
2301,78,1.287982277447703230232004582893577975102840326191256867808036221431958853,1.28798227744770323023200458289357797510284032619125686780804,9,9,60,60,16,16,2,2,1,0.0376430848858216516783259641756152251600499646168468167978815,1,1,1
2302,78,1.288035737327177880665028827229037096364989423228763352090127447276439979,1.28803573732717788066502882722903709636498942322876335209013,13,13,52,52,24,24,2,2,1,0.0265207443035823559972601915163603289600949135504830545900718,1,1,1
2303,78,1.288292408717299354322983670483626304338464078947726188597352485221560122,1.28829240871729935432298367048362630433846407894772618859735,13,13,52,52,24,24,2,2,1,0.0251654631268009377659982335619384886966014270284809162729830,1,1,1
2304,78,1.288387323503163412821244047561711613716490415483869621190530869793711709,1.28838732350316341282124404756171161371649041548386962119053,11,11,56,56,20,20,2,2,1,0.0299667001855028476931987900656610859705951044847818422992812,1,1,1
2305,78,1.288419958137938942317173379564230098265161134639835883743139249098539123,1.28841995813793894231717337956423009826516113463983588374314,7,7,64,64,12,12,2,2,1,0.0589976249517802842863638365133634811774598121566192040379515,1,1,1
2306,78,1.288653646660072248936394041479896604633812104489450436658655545600699191,1.28865364666007224893639404147989660463381210448945043665866,13,13,52,52,24,24,2,2,1,0.0253429709220816152987203568048761098554975513359819557462827,1,1,1
2307,78,1.288724066582803601512641507469146739179176570060144147727166810597357423,1.28872406658280360151264150746914673917917657006014414772717,14,14,50,50,28,28,0,0,1,0.0239905019476337060235700704387717136020104549456826195770748,1,1,1
2308,78,1.288977385854189044059795724647684787000147758085614932391665500457785733,1.28897738585418904405979572464768478700014775808561493239167,9,9,60,60,16,16,2,2,1,0.0387122015606372383460964288609209983069512284587397554987546,1,1,1
2309,78,1.289084916684211832817874634449586082092961451747223622661491465880101160,1.28908491668421183281787463444958608209296145174722362266149,13,13,52,52,24,24,2,2,1,0.0260444522406499773152397910678442670371229753565336895625704,1,1,1
2310,78,1.289110676038507619202866712310493216977378369561668750531055706018671853,1.28911067603850761920286671231049321697737836956166875053106,13,13,52,52,24,24,2,2,1,0.0257332550283388727237646076152890630928185393702418062974693,1,1,1
2311,78,1.289134282177147587126187795474591899286217653297367092805859280527637520,1.28913428217714758712618779547459189928621765329736709280586,12,12,54,54,24,24,0,0,1,0.0277927842744501735547596617902822058264410434238935958193782,1,1,1
2312,78,1.289141683327181807662796438416631647188414212912269900705907561336056684,1.28914168332718180766279643841663164718841421291226990070591,13,13,52,52,24,24,2,2,1,0.0258993943989123228327959162819683066614911036613196323223216,1,1,1
2313,78,1.289510182525840870098524180184394738845067835315890180571265979323396811,1.28951018252584087009852418018439473884506783531589018057127,11,11,56,56,20,20,2,2,1,0.0309204293271923702647385498264108992123941917927783283727571,1,1,1
2314,78,1.289863769814481133107823214202504397170579192969833230389628141309577503,1.28986376981448113310782321420250439717057919296983323038963,11,11,56,56,20,20,2,2,1,0.0314506980147951036153827670190154296776015766619898129803508,1,1,1
2315,78,1.289880613618703842579817107133050404049972802920044254088528346339230634,1.28988061361870384257981710713305040404997280292004425408853,7,7,64,64,12,12,2,2,1,0.0704969529968271485539463616153702687177008286513547761949287,1,1,1
2316,78,1.289922128301987481781550799165768652673075787673874517396067503251013503,1.28992212830198748178155079916576865267307578767387451739607,11,11,56,56,20,20,2,2,1,0.0312497368810428033844110071129066256476070363105033113102125,1,1,1
2317,78,1.293764388332541271522813873984866389412670067938040339350561210536453134,1.29376438833254127152281387398486638941267006793804033935056,7,7,64,64,12,12,2,2,1,0.0443502286273653759734598791889469189851825631556188577485516,1,1,1
2318,78,1.294611103422358388291242362397716669173669060787692312946809959249814883,1.29461110342235838829124236239771666917366906078769231294681,11,11,56,56,20,20,2,2,1,0.0425872169754033074331346886727262949550163678235327828597558,1,1,1
2319,78,1.296877037159211466024453641932962896663339982891967851561636290970397963,1.29687703715921146602445364193296289666333998289196785156164,7,7,64,64,12,12,2,2,1,0.0533626862777604784667875075563483036176163624503617572050007,1,1,1
2320,78,1.297090105668420181748724638462584721869821413066392002139494548247417067,1.29709010566842018174872463846258472186982141306639200213949,5,5,68,68,8,8,2,2,1,0.0680982896965263216651306824571381848547879450905132807008561,1,1,1
2321,78,1.297527694813757624551105314319252191653424295442534124833975126831882974,1.29752769481375762455110531431925219165342429544253412483398,11,11,56,56,20,20,2,2,1,0.0422267588988634307371730691031634459332926522088722480318435,1,1,1
2322,78,1.298562812475066481443694431960107189464008401799295913261576722738501745,1.29856281247506648144369443196010718946400840179929591326158,8,8,62,62,16,16,0,0,1,0.0388267461504517804229647487048998342437929543050495075968102,1,1,1
2323,78,1.298611784286302090243657843026834310901585612195774491314273866636618390,1.29861178428630209024365784302683431090158561219577449131427,11,11,56,56,20,20,2,2,1,0.0434803944609079524172054779527220349265602186448117158514291,1,1,1
2324,78,1.299153798785710776190704024873556569866033155996260941702970874511383196,1.29915379878571077619070402487355656986603315599626094170297,11,11,56,56,20,20,2,2,1,0.0447059548720824769011904016111122395200392410645638694064040,1,1,1
2325,78,1.299809716388235088978801182286156796930176351512259017931359594939896118,1.29980971638823508897880118228615679693017635151225901793136,13,13,52,52,24,24,2,2,1,0.0463212222579428891609645908392328092219229692050147358053694,1,1,1
2326,78,1.299970242677106474081690929118972013654629271371380238776001943608384285,1.29997024267710647408169092911897201365462927137138023877600,9,9,60,60,16,16,2,2,1,0.0385831128867873074229151757248771288143761841041335681081716,1,1,1
2329,80,1.245374741296511117058612100679604145439150732170458200764132650129235588,1.24537474129651111705861210067960414543915073217045820076413,6,6,68,68,12,12,0,0,1,0.0477324288867779991934827114091662519178110369688516982795996,1,1,1
2330,80,1.248088129683770105635482301552982308543856699160618997602444760758500683,1.24808812968377010563548230155298230854385669916061899760244,8,8,64,64,16,16,0,0,1,0.0338822113995215660302440335003778696245825264631717266602490,1,1,1
2331,80,1.248304427695903946062251670803870756456649840030605712681712629399620698,1.24830442769590394606225167080387075645664984003060571268171,8,8,64,64,16,16,0,0,1,0.0336485989660795613070363909102211967850222022776594057738828,1,1,1
2332,80,1.249269421007340854187164341397943076199188660151380510906133048356320310,1.24926942100734085418716434139794307619918866015138051090613,7,7,66,66,12,12,2,2,1,0.0398324369864356269543506738405316923919809173989651566767340,1,1,1
2333,80,1.250139580335260306303060127582443775493157196558676572719817859235017219,1.25013958033526030630306012758244377549315719655867657271982,8,8,64,64,16,16,0,0,1,0.0469678743101920875960583994743352634695445984711166362855298,1,1,1
2334,80,1.252645261091227023622250509094469067452886510508900225433897442175487070,1.25264526109122702362225050909446906745288651050890022543390,6,6,68,68,12,12,0,0,1,0.0502128536199077181753677989874970524321178135449132317934015,1,1,1
2335,80,1.252775616602370481200488026659522774965852660538180964805013770708510874,1.25277561660237048120048802665952277496585266053818096480501,8,8,64,64,16,16,0,0,1,0.0349204819444778680165637733818668961795960965706612455292867,1,1,1
2336,80,1.255288841494395494623731311087435527774391158630818137634492185988087086,1.25528884149439549462373131108743552777439115863081813763449,10,10,60,60,20,20,0,0,1,0.0322448919868760956279641065271157323715095443526393924622411,1,1,1
2337,80,1.255553157780911178894686715099680244495097769750089905578177603277161989,1.25555315778091117889468671509968024449509776975008990557818,9,9,62,62,16,16,2,2,1,0.0370795087432913902232579203641697875359129270870376358771988,1,1,1
2338,80,1.256305558635680096781526070284617709217073964843513709401268085812597458,1.25630555863568009678152607028461770921707396484351370940127,10,10,60,60,20,20,0,0,1,0.0323663174260370582455627413287374056030563919883402100712502,1,1,1
2339,80,1.256732715959537585584543536059806963903408110771254957853861750102456255,1.25673271595953758558454353605980696390340811077125495785386,9,9,62,62,16,16,2,2,1,0.0321875440187556119533089140799498099532944834161435166316702,1,1,1
2340,80,1.257020318091440926184453551962050730822602020049332139812673974633998885,1.25702031809144092618445355196205073082260202004933213981267,10,10,60,60,20,20,0,0,1,0.0319853827641080472154141862486140516765182484772402122785992,1,1,1
2341,80,1.257618083981524953387571767200150402963974666953227415502029219498355096,1.25761808398152495338757176720015040296397466695322741550203,8,8,64,64,16,16,0,0,1,0.0367455701605576691803799528777959095599034503227507036514001,1,1,1
2342,80,1.259155103497850519384370170236597693786836528869426521455069214147790481,1.25915510349785051938437017023659769378683652886942652145507,10,10,60,60,20,20,0,0,1,0.0298787179287860880010095055530296186255301623901986287038041,1,1,1
2343,80,1.259632384347047207168790097571365002277822395370982409907001198552618475,1.25963238434704720716879009757136500227782239537098240990700,10,10,60,60,20,20,0,0,1,0.0302521623472779965685642316294757389512669585897889255788227,1,1,1
2344,80,1.260091090419676718920435170286228256096012865557387756372271041594789506,1.26009109041967671892043517028622825609601286555738775637227,9,9,62,62,16,16,2,2,1,0.0338901258599852398178864474221578996481313980559004959735345,1,1,1
2345,80,1.260736785611141808843210410361871959155448452876048065821486214128648942,1.26073678561114180884321041036187195915544845287604806582149,8,8,64,64,16,16,0,0,1,0.0412790266417243334593239016028977369242136479902055110087306,1,1,1
2346,80,1.261040362702028647151921192437743516863753305189224403170781197714300502,1.26104036270202864715192119243774351686375330518922440317078,8,8,64,64,16,16,0,0,1,0.0393940394621327310594432347369583426857046655956823110690059,1,1,1
2347,80,1.261206660964510439048216012754457570803056305015577295596605094110284697,1.26120666096451043904821601275445757080305630501557729559661,7,7,66,66,12,12,2,2,1,0.0515369489709282664261141077734000492463015293134780788180498,1,1,1
2348,80,1.261275571184919726496994102203516950736491269025279187772825038956110452,1.26127557118491972649699410220351695073649126902527918777283,6,6,68,68,12,12,0,0,1,0.0639379164400203278447455558865007537355578076995301515830889,1,1,1
2349,80,1.277848216903691750858392198927636193009096927218356134911317462693643409,1.27784821690369175085839219892763619300909692721835613491132,10,10,60,60,20,20,0,0,1,0.0302606506902833898688086983218359587621417100444620667969223,1,1,1
2350,80,1.279606824376730997614381615935919678037056975476472217685747266483953659,1.27960682437673099761438161593591967803705697547647221768575,12,12,56,56,24,24,0,0,1,0.0251185126212706918989773460965676094775488503524555524945085,1,1,1
2351,80,1.279860059298271786085955522138493019587865263658524696354265928992635227,1.27986005929827178608595552213849301958786526365852469635427,12,12,56,56,24,24,0,0,1,0.0251928405197226866923793475184867631510427359918499935183922,1,1,1
2352,80,1.280361900879274631962182992947302937347117171566302398131442914570615113,1.28036190087927463196218299294730293734711717156630239813144,12,12,56,56,24,24,0,0,1,0.0253561933686773284039342224529203216676309935726555357094662,1,1,1
2353,80,1.281262660508860171276270369646232926394717491118813695501658449137921097,1.28126266050886017127627036964623292639471749111881369550166,12,12,56,56,24,24,0,0,1,0.0254934815694876880101981133765657475619526391310989703123423,1,1,1
2354,80,1.281515036728673303411857376541044642003780081370355582441057245959122495,1.28151503672867330341185737654104464200378008137035558244106,12,12,56,56,24,24,0,0,1,0.0254758084321059102949197484470052840011250298392646067575913,1,1,1
2355,80,1.281600816175837830157121650719657828954414068212010850442472328939924966,1.28160081617583783015712165071965782895441406821201085044247,7,7,66,66,12,12,2,2,1,0.0511435790361333052460038131683025536331930390565827370836257,1,1,1
2356,80,1.282237162251500811674808686652443449106381643205566402937714332452414971,1.28223716225150081167480868665244344910638164320556640293771,13,13,54,54,24,24,2,2,1,0.0271796315724480491928297273434776135796893383067486756057857,1,1,1
2357,80,1.282620733877412625501776420501681774428037864803500729323852125295541113,1.28262073387741262550177642050168177442803786480350072932385,9,9,62,62,16,16,2,2,1,0.0355546879161031581825268648332592631777568109882227059671017,1,1,1
2358,80,1.283186067282206018391265367677935234110337641232971246431663442805898464,1.28318606728220601839126536767793523411033764123297124643166,14,14,52,52,28,28,0,0,1,0.0221057481224770815875451412796689485714237278675949797412452,1,1,1
2359,80,1.283523578615765791413511962109236765966457542746291252335206219793926503,1.28352357861576579141351196210923676596645754274629125233521,8,8,64,64,16,16,0,0,1,0.0420504196041831350319598359176536458637779689802746841805292,1,1,1
2360,80,1.283648848163956195652639831608089743278212821063340720416064180451815676,1.28364884816395619565263983160808974327821282106334072041606,12,12,56,56,24,24,0,0,1,0.0259559830684366472808167638545718811367217610788585944893416,1,1,1
2361,80,1.283943515245008408044697634494651917494251581519410259528067892798911453,1.28394351524500840804469763449465191749425158151941025952807,8,8,64,64,16,16,0,0,1,0.0436256720729855395237400252429351819554125172583373346230616,1,1,1
2362,80,1.284186032943863380877164169409154606010389395688055565597785604765292736,1.28418603294386338087716416940915460601038939568805556559779,10,10,60,60,20,20,0,0,1,0.0319614705207024175357125067280533098722337173813019333140829,1,1,1
2363,80,1.284501304169205928758571113173835959502866505604712522752682582707555506,1.28450130416920592875857111317383595950286650560471252275268,11,11,58,58,20,20,2,2,1,0.0332347250551344000250688417827239179752099725291958466869123,1,1,1
2364,80,1.285022033722317433031053237155143670964466865473538106964788662423352253,1.28502203372231743303105323715514367096446686547353810696479,11,11,58,58,20,20,2,2,1,0.0288932714841076996709962313347723758189484167430979327723597,1,1,1
2365,80,1.285580981708136387334151517141938183334246628332041486119201580059666782,1.28558098170813638733415151714193818333424662833204148611920,13,13,54,54,24,24,2,2,1,0.0243590156155337812104384849215163594013912168594198599880621,1,1,1
2366,80,1.285813784244471534007297859740055532048866537386158514112718898997178110,1.28581378424447153400729785974005553204886653738615851411272,12,12,56,56,24,24,0,0,1,0.0264419477515399192705471351273236325686927693163602719402696,1,1,1
2367,80,1.286132350712491494785362564459806178259071400690198743052278921413581462,1.28613235071249149478536256445980617825907140069019874305228,10,10,60,60,20,20,0,0,1,0.0324854197875978190329191627082860333124399298560791891626786,1,1,1
2368,80,1.286323787013241125823908770376393978139146953239744318392635554152837001,1.28632378701324112582390877037639397813914695323974431839264,14,14,52,52,28,28,0,0,1,0.0246101680774252788357875004826261671490334117309207863387626,1,1,1
2369,80,1.286429020639736016987398442122043974604429713741555966405271029628709743,1.28642902063973601698739844212204397460442971374155596640527,8,8,64,64,16,16,0,0,1,0.0618031332934266748714753207076589001966928356481051806919848,1,1,1
2370,80,1.286494499635463163582224577483707252222274637901957458395030510936261303,1.28649449963546316358222457748370725222227463790195745839503,14,14,52,52,28,28,0,0,1,0.0246170912972524319331738716654874130774016126257727993599706,1,1,1
2371,80,1.286640035834137288529677188788517185125135580457683775297425946036319471,1.28664003583413728852967718878851718512513558045768377529743,12,12,56,56,24,24,0,0,1,0.0269119192879122671835631110429098516407273719453365477735039,1,1,1
2372,80,1.286814263923051228409529335965859215828298231292005798792560336340847819,1.28681426392305122840952933596585921582829823129200579879256,13,13,54,54,24,24,2,2,1,0.0246840308982024208569890145936850523087064010846566099344014,1,1,1
2373,80,1.287238706237934532773018999783705392395101245556696568502640507776129076,1.28723870623793453277301899978370539239510124555669656850264,14,14,52,52,28,28,0,0,1,0.0230183815794536158086195694999643611333416711842720988612553,1,1,1
2374,80,1.287361846818331716058765113809080700243910149400118016416199197170972677,1.28736184681833171605876511380908070024391014940011801641620,12,12,56,56,24,24,0,0,1,0.0269565772973974235728675711511504143790144333831817644742918,1,1,1
2375,80,1.287633688182773731008492908882314014764169918164265859836750329492884886,1.28763368818277373100849290888231401476416991816426585983675,14,14,52,52,28,28,0,0,1,0.0231240571292147689956457602677128414056719133036109634641395,1,1,1
2376,80,1.287846844731251160405969427225604997027239811506738103253426763875920530,1.28784684473125116040596942722560499702723981150673810325343,10,10,60,60,20,20,0,0,1,0.0330317404396727282440179185918747923033054492377265783474224,1,1,1
2377,80,1.287857260126653988721225828507681121843765484788441552873752152223758590,1.28785726012665398872122582850768112184376548478844155287375,12,12,56,56,24,24,0,0,1,0.0270785730333973208291927226220400586351093092435589333419935,1,1,1
2378,80,1.288089914251499898539238573373237312594323207951968795027317699136157772,1.28808991425149989853923857337323731259432320795196879502732,14,14,52,52,28,28,0,0,1,0.0242882164576829555181822606785324605924146058983685576121857,1,1,1
2379,80,1.288122729247682389008035658178247199561290539925787286400624689665381982,1.28812272924768238900803565817824719956129053992578728640062,13,13,54,54,24,24,2,2,1,0.0265353203254742191995291001675358578231710738360386273537844,1,1,1
2380,80,1.288287879036164440382559951990493964432051009274505817904067432566519825,1.28828787903616444038255995199049396443205100927450581790407,13,13,54,54,24,24,2,2,1,0.0251974258447542378098137433249972866403348806927555822651309,1,1,1
2381,80,1.288409566092362933269998366391543534118975955321995524920399635008068029,1.28840956609236293326999836639154353411897595532199552492040,14,14,52,52,28,28,0,0,1,0.0241960894337338333140143920530095834632420272652136109369702,1,1,1
2382,80,1.288773157350998331649719375250525851456994629123009307988453273233238502,1.28877315735099833164971937525052585145699462912300930798845,14,14,52,52,28,28,0,0,1,0.0238375551732342827782542440573229207828226909005767946428539,1,1,1
2383,80,1.288773913199976111849997547959998983593599289273373141014117338462603559,1.28877391319997611184999754795999898359359928927337314101412,14,14,52,52,28,28,0,0,1,0.0239084925472775293502523123371537219385433176236102854511750,1,1,1
2384,80,1.288915456538425573366854325760715470582141041438000731854255178708525464,1.28891545653842557336685432576071547058214104143800073185426,13,13,54,54,24,24,2,2,1,0.0255584334881218661128692154454529340741996607634504603105040,1,1,1
2385,80,1.288975468632405369084822251745394783532464835459253869995219713798272361,1.28897546863240536908482225174539478353246483545925386999522,12,12,56,56,24,24,0,0,1,0.0287692084778607953743926305548814416764744568711891822328996,1,1,1
2386,80,1.289456558378828677341122826407151045856147755749307157180595500691929623,1.28945655837882867734112282640715104585614775574930715718060,12,12,56,56,24,24,0,0,1,0.0282735694226190827624127174024377005506139674484512144963539,1,1,1
2387,80,1.289635158544416736344170912751142808755147034158601113148568320509322409,1.28963515854441673634417091275114280875514703415860111314857,8,8,64,64,16,16,0,0,1,0.0546692128595781252415490818189173654183976550082959618205722,1,1,1
2388,80,1.290196363063210721785001645387163446487778181196263577798298298383877202,1.29019636306321072178500164538716344648777818119626357779830,10,10,60,60,20,20,0,0,1,0.0352937924650751166619477078634852035501798008461696802727983,1,1,1
2389,80,1.290511729690433378955842252884854680887315876352547439648239624813470410,1.29051172969043337895584225288485468088731587635254743964824,8,8,64,64,16,16,0,0,1,0.0499087872692793480702850553568318321164425046205260569961017,1,1,1
2390,80,1.290554142935655333088425284140562167748325303211942807802741595579517154,1.29055414293565533308842528414056216774832530321194280780274,4,4,72,72,8,8,0,0,1,0.0793588388128565543678321808107564561152145215346135254772482,1,1,1
2391,80,1.291913418285153248072482367257529911813691372975280978507561750282542740,1.29191341828515324807248236725752991181369137297528097850756,10,10,60,60,20,20,0,0,1,0.0627877177766435704123860495366701614699243342489256078805810,1,1,1
2392,80,1.293182553323909220520057423913397871844111220510701941533749553619983430,1.29318255332390922052005742391339787184411122051070194153375,8,8,64,64,16,16,0,0,1,0.0398398051780006753976009667077802975020408046167158582698576,1,1,1
2393,80,1.294221859472566416677991148110226777930403652017844664543392621936980494,1.29422185947256641667799114811022677793040365201784466454339,6,6,68,68,12,12,0,0,1,0.0518991932436108782934319527739835833085563843822348799216278,1,1,1
2394,80,1.295063832902028545495793458316653956391538328334605961636389001084107719,1.29506383290202854549579345831665395639153832833460596163639,6,6,68,68,12,12,0,0,1,0.0524700441080868701984781991600620125424966832490841748304138,1,1,1
2395,80,1.295256714150109697882528629143257152333922953947364291517053895185121992,1.29525671415010969788252862914325715233392295394736429151705,6,6,68,68,12,12,0,0,1,0.0517425894495928335343932001350705830040759363221409132303617,1,1,1
2396,80,1.295585558717658974389462308599645575906382845015853873308858467085421350,1.29558555871765897438946230859964557590638284501585387330886,7,7,66,66,12,12,2,2,1,0.0445964846336833790882952718884150016522319698102210359536116,1,1,1
2397,80,1.295642272079729773119946435233360945934142086736737148218007014144214876,1.29564227207972977311994643523336094593414208673673714821801,8,8,64,64,16,16,0,0,1,0.0387261613724220998915097534040439247354141734073323255050258,1,1,1
2398,80,1.295661633058487818386385236989458396502706814417430222624851245240403754,1.29566163305848781838638523698945839650270681441743022262485,8,8,64,64,16,16,0,0,1,0.0387887785746773575101278635117832530986700716687639546278244,1,1,1
2399,80,1.296717412081351935829900067049486766442961309228669987427382782868440740,1.29671741208135193582990006704948676644296130922866998742738,4,4,72,72,8,8,0,0,1,0.0860710496578393273595637655280875915934865879115337211276180,1,1,1
2400,80,1.297001093746671437351037077009504000033104572389818016651654809729900594,1.29700109374667143735103707700950400003310457238981801665165,14,14,52,52,28,28,0,0,1,0.0579098429719252776947934976922743813795479097316764704165775,1,1,1
2401,80,1.297038042171630458226133219040083117290376490377453306504993648939899416,1.29703804217163045822613321904008311729037649037745330650499,4,4,72,72,8,8,0,0,1,0.0928854436220808598680685626226683993170164565876766808697572,1,1,1
2402,80,1.297065128621159921569353014708645508571750437205725705595386849264046121,1.29706512862115992156935301470864550857175043720572570559539,13,13,54,54,24,24,2,2,1,0.0428359575746433765025745531518903199345744751982335237509081,1,1,1
2403,80,1.299482245837575173208035823481101378934902771420566505678774654142824448,1.29948224583757517320803582348110137893490277142056650567877,8,8,64,64,16,16,0,0,1,0.0395133901616417341966077226703440878337849932892244381935526,1,1,1
2406,82,1.244967734299806419309533272648746592331279822910530380599635821010568122,1.24496773429980641930953327264874659233127982291053038059964,8,8,66,66,16,16,0,0,1,0.0330609799472161498921246881475398723044692707990008530030885,1,1,1
2407,82,1.245370836990939395890282115796717986210391405611297446317196828642917817,1.24537083699093939589028211579671798621039140561129744631720,5,5,72,72,8,8,2,2,1,0.0692620930810147254837822021871118931314002750124428604373326,1,1,1
2408,82,1.247199872890557349943758401817333236729379540108140675887142514147014237,1.24719987289055734994375840181733323672937954010814067588714,9,9,64,64,16,16,2,2,1,0.0298213576090600777484907197701253863129665740023934000903136,1,1,1
2409,82,1.249986355264080370585394082598902551340612731616506352654385107244566631,1.24998635526408037058539408259890255134061273161650635265439,9,9,64,64,16,16,2,2,1,0.0304242506757531587657897881691890828069014078201942813625093,1,1,1
2410,82,1.250276783543506356817314909069836401232633924931953244831967980606464650,1.25027678354350635681731490906983640123263392493195324483197,6,6,70,70,12,12,0,0,1,0.0493529336912657380742254557031686355667222709438569807777469,1,1,1
2411,82,1.251450092632979735358203979044148403102300654338774618039605170908321410,1.25145009263297973535820397904414840310230065433877461803961,7,7,68,68,12,12,2,2,1,0.0409731025582965988648732336992448565084168078836949857540808,1,1,1
