N,M_PN,abs_diff_from_limit,gap_from_previous,K,U,Q,R
810,1.30887433957929887124356342032097086552401506398993434973508749593493605446771018043098539063972063616681406328017949289,5.344030e-02,1.743374e-04,120,570,240,0
812,1.30942498438096416242355877928365611520772688199697120272375283564051587040166714054173152241207201965172644603058690846,5.399095e-02,5.506448e-04,121,570,240,2
814,1.30841272075989783681895173063725204421917239975513297467328953701934296593574720710675341151930910297132099909569199155,5.297868e-02,1.012264e-03,120,574,240,0
816,1.30922270026105161182613882901841880760771255077493387239033325220098434454632376547357435891607152198880064026043971755,5.378866e-02,8.099795e-04,121,574,240,2
818,1.30904531339865896909452454133926430925165928724658827756458735935092544515400700818120332276446685136615178319242535613,5.361128e-02,1.773869e-04,122,574,244,0
820,1.30901690269605508011430449982837900735427844376328582636358379167159676867542549099351127305091464797913089615320980172,5.358286e-02,2.841070e-05,121,578,240,2
822,1.30946863704800760264228505971867229699331163048799307562735713503634424446758840279228668451301433835548880544419620411,5.403460e-02,4.517344e-04,124,574,248,0
824,1.30883720857292604365511556305738762932832409137683027881855758455417984962959466632767870807664778691180513338981188640,5.340317e-02,6.314285e-04,121,582,240,2
826,1.30910485092945194522501218377534445765238050454353497370975724102711508526922273086452698927555077048539582419263448696,5.367081e-02,2.676424e-04,122,582,244,0
828,1.30901492068927160723488575576410481358280077750537861732416075559637048494881816955214823404338937359443846141158648815,5.358088e-02,8.993024e-05,123,582,244,2
830,1.30944240142253721887590090116300476389856601384277358126498437569808218433661930640391519494365929047815474326341379974,5.400836e-02,4.274807e-04,124,582,248,0
832,1.30845373327450745163327769303266400903178254406584566422917369368212271162319076111226314468019570832609110327343478965,5.301970e-02,9.886681e-04,123,586,244,2
834,1.30932602764860911435176281980817679520650300321645310682290959335977079448136855007410934287737718906710814156446840472,5.389199e-02,8.722944e-04,124,586,248,0
836,1.30872380432340615789117798296955954349345076907243336526901205737630346496282136328848188777059878484431391831117036228,5.328977e-02,6.022233e-04,125,586,248,2
838,1.30909522397178166029606977407322329157666496903047929169597340993144361965559786956568856965205847321507911636368191739,5.366119e-02,3.714196e-04,124,590,248,0
840,1.30932805441947292996958423688288746544026216390957850204931387088941462510185648915921566622077865074816322888074224184,5.389402e-02,2.328304e-04,127,586,252,2
842,1.30898682961802129653869788930903089213961835400289000301642693916689474114568063830153807032474575854765898070835097704,5.355279e-02,3.412248e-04,124,594,248,0
844,1.30912889344868608538592707866696318675125748760308628045768967226594731907585331895766378410795936788102686519981294812,5.369486e-02,1.420638e-04,125,594,248,2
846,1.30912764552958208504840103469035063812231881237542543936271609313421718888265502171646257268406187493091943025008180009,5.369361e-02,1.247919e-06,126,594,252,0
848,1.30941989199705982948977006006855069604501351246908465469523534036134290378363700274877975630590691807823871961383766816,5.398585e-02,2.922465e-04,127,594,252,2
850,1.30844607719578562602803784855393049085490463456486721241784779610122195624794185527681952807038894063488927988990619887,5.301204e-02,9.738148e-04,124,602,248,0
852,1.30940429708623138631812733255735004392788914211132242020132771684809536459556218811202031109195009957437074999941388691,5.397026e-02,9.582199e-04,127,598,252,2
854,1.30867267061672698458744053661110019712115501433710642385938366509479012868558349873570425097877576847944768003396166007,5.323863e-02,7.316265e-04,126,602,252,0
856,1.30914063492946459843327263253521282651831138209222902423411331867242979938686381080374033020761550963629380851192454040,5.370660e-02,4.679643e-04,127,602,252,2
858,1.30895409445178605286590676631818958868672634222209370150906151828049392913590815870109999118229737331180349283739226867,5.352006e-02,1.865405e-04,128,602,256,0
860,1.30911234058329188197931333294428567361384729386057096153430093907715742513722375784945132119638679765636614097846096508,5.367830e-02,1.582461e-04,127,606,252,2
862,1.30911606394891922743789351205925350664273149082101954122602889951880261341021843683893615404571351617469789477822316514,5.368203e-02,3.723366e-06,128,606,256,0
864,1.30921101879767723026351246987232205013893593405495656232674031867521779111455352499536082017707966542969434363568278913,5.377698e-02,9.495485e-05,129,606,256,2
866,1.30933262116312375953145034858615077522899716524970367995447743718754516959680904860496140236950033160618342058604500892,5.389858e-02,1.216024e-04,130,606,260,0
868,1.30861522206399266163231583288435364981318936361105610862982047679334715784347217627622239457309957044908582482617438666,5.318118e-02,7.173991e-04,127,614,252,2
870,1.30945728244099659158077458110820783675709040032941425171123094488149017043774274057949436864317675797267539505817159895,5.402324e-02,8.420604e-04,130,610,260,0
872,1.30880003237504937112121571454308121723969625387689295165910256525468526176266929696962460717485696456143110904516248136,5.336599e-02,6.572501e-04,129,614,256,2
874,1.30914304254841501506680733004732962123684490827775466438329181408996470017114882014465247541642327396857236735416212783,5.370900e-02,3.430102e-04,130,614,260,0
876,1.30851935996118783860961080591287662261178568029900934523889129121604935893593169174191457357607051451049724831930016379,5.308532e-02,6.236826e-04,129,618,256,2
878,1.30921434353893139272830170329423217841153947975914800171287816808877678218280578774723064114702475205904663095122390552,5.378031e-02,6.949836e-04,130,618,260,0
880,1.30905562977594399388069016756979011224581449579382555191294955120338898683358790736670248933922676642029042650380104306,5.362159e-02,1.587138e-04,131,618,260,2
882,1.30926014740213622554142787946980075444448636681601921645798922192851009943668105698710162923107838439885693299343929725,5.382611e-02,2.045176e-04,132,618,264,0
884,1.30916013987866947984617483555422287561766755290754775237524333105923570944014129569427065995981008831582303659666666247,5.372610e-02,1.000075e-04,131,622,260,2
886,1.30876080277013220352496139042867658255220647471152275032119370542063140896018863907472986324588346913071211038182039552,5.332677e-02,3.993371e-04,130,626,260,0
888,1.30948389147592118625647411657475572913912668956886962448482900138103042015602825731145990202145356176854591169198936598,5.404985e-02,7.230887e-04,133,622,264,2
890,1.30889682253002963087133526965544896693906091722620254903660524004249958237183674876455157471723699494311577646855675812,5.346278e-02,5.870689e-04,132,626,264,0
892,1.30903717698493492420984602292124428589133147056929087397586095194063945935282886475048077559697830479206928728348777036,5.360314e-02,1.403545e-04,133,626,264,2
894,1.30869032577823087528959191757078563022883726545006851571643388122054860826707032050277130950147117030743370677725749610,5.325629e-02,3.468512e-04,132,630,264,0
896,1.30929295773337347539168552499182170088827266445462424002405380383999988632171367500094052187401087062743663186210965577,5.385892e-02,6.026320e-04,133,630,264,2
898,1.30891699892438586616083204245005094337325444166677597818924356068684780565271874241380818443520841271056320489001011023,5.348296e-02,3.759588e-04,134,630,268,0
900,1.30925706980504482324930045371824375739384928608850759574423444661626643887304966730268852158945155397928030917530482156,5.382303e-02,3.400709e-04,135,630,268,2
902,1.30916780236854359993496977637747438973363985941934870258202002998677512329579978916007752095762452325067636302441334340,5.373376e-02,8.926744e-05,134,634,268,0
904,1.30888342654081752814537815069940705074772130479638132890816765629659057944169446839944774253247575456266025140579108806,5.344939e-02,2.843758e-04,133,638,264,2
906,1.30948161256379629382596847044295228044743842133588635922940505670035150368757243235046391658888788108778024864480194871,5.404757e-02,5.981860e-04,136,634,272,0
908,1.30895516580534821662972427006271553999260099782954736310592220246145148099871110356143173387124950584274027178366398800,5.352113e-02,5.264468e-04,135,638,268,2
910,1.30903259714314658944211858154500241463814760052922858307903559914937408700068379718873144766253813886481681794799954216,5.359856e-02,7.743134e-05,134,642,268,0
912,1.30883871458282262038479850999511291472620866384662319324202566488283617768364421316059369405310036397804180646261879182,5.340468e-02,1.938826e-04,135,642,268,2
914,1.30934760232787611868571433382320611566306799187631845749282973107792069189903303616213086677096525985736543634118464019,5.391356e-02,5.088877e-04,136,642,272,0
916,1.30847089712572424116037732746707278421391597149126182311504298503320032057061607330430284514394215092107799536144626948,5.303686e-02,8.767052e-04,135,646,268,2
918,1.30915189812388680170876655234141950308041110505558853961597446339908730792414582772448670826980063903942971639442716242,5.371786e-02,6.810010e-04,136,646,272,0
920,1.30913168745332621871197891248276077563636382574836310227822319187349518088958411170449559973843264089411520768603564405,5.369765e-02,2.021067e-05,137,646,272,2
922,1.30898320773144413542102692590792106512604747480101434057862101299298879503200756073563077320067370396884170396533449649,5.354917e-02,1.484797e-04,136,650,272,0
924,1.30944519793678551852599784014564476397002958240251743793248407016156218087801460487228125139275862644522629019024717884,5.401116e-02,4.619902e-04,139,646,276,2
926,1.30893265915518615381406951904484258052749483092222133422186026443193011808962171334052117430289206001581211530201171808,5.349862e-02,5.125388e-04,138,650,276,0
928,1.30909232900149580753017897349605414112452248738262651257820968260559076023896620491180368509201059197605262563846505216,5.365829e-02,1.596698e-04,137,654,272,2
930,1.30896499665965386670853075002632183872114068496106633936332035500050756566834485473054715606252624563756742323302627345,5.353096e-02,1.273323e-04,138,654,276,0
932,1.30937649776573158657288018076649959263489935047274700238085489850598381039811123639177563046458620410548923205804258960,5.394246e-02,4.115011e-04,139,654,276,2
934,1.30853293195868597178774930007048795368816234053848988181914648408427251731203844743894614835110163807551155358997903056,5.309889e-02,8.435658e-04,138,658,276,0
936,1.30924843102410353572818419835317091453982046976788913370257313035899886579607832864460593427453641687442277750574043322,5.381439e-02,7.154991e-04,139,658,276,2
938,1.30902043627006729426167656884885106638946949364882731492347703214207251151075405852597050303835664666241945455906801923,5.358640e-02,2.279948e-04,140,658,280,0
940,1.30905949266887303813202514626415657729155121758033808792603215946841519178364594701561219812912348913750145458313318773,5.362545e-02,3.905640e-05,139,662,276,2
942,1.30936265480020517133814718637827195942119045265080396220534135914094213866540235949100522319834171730141229755719780316,5.392862e-02,3.031621e-04,142,658,284,0
944,1.30894422289897534291856346793414615467944016281719480239617649285352222958271009710930419335258066595964946768565569724,5.351019e-02,4.184319e-04,139,666,276,2
946,1.30912728998006085887064607185211257790956870343064108820745218541949456926429720226830634155366922886218594738940624711,5.369325e-02,1.830671e-04,140,666,280,0
948,1.30906909170884496613299559337678586684320826585971108174133267491851715183570471925672736599043889316610913066978870664,5.363505e-02,5.819827e-05,141,666,280,2
950,1.30937528088705257592291246898641144744417762807465022297280634854143959066144835901094096026344941286686836085046801327,5.394124e-02,3.061892e-04,142,666,284,0
952,1.30847379083191018673726716619287499543119780740489915262715156485372309010547777716901741373278549900975999795208676814,5.303975e-02,9.014901e-04,139,674,276,2
954,1.30932478016449922190435686638687156800067169780727809290400478483091017227708276421854588785433734511360084163172646533,5.389074e-02,8.509893e-04,142,670,284,0
956,1.30867124686482493884134198785075067524257031701880458074745117827137286432264570057889392603218895106734239790275598704,5.323721e-02,6.535333e-04,141,674,280,2
958,1.30911016281444973149261459744357517051330040874144618594387268036466907542818644209902149729139867792531184742062680045,5.367613e-02,4.389159e-04,142,674,284,0
960,1.30919228877378763756857812035206181102018251902363960483946740583802518674583612533826435377902220372244738054915500583,5.375825e-02,8.212596e-05,145,670,288,2
962,1.30905813790667896600111843369565992592294401644675527800780693581921764559610770010238980929645409691382891861759749824,5.362410e-02,1.341509e-04,142,678,284,0
964,1.30913477928069038360260693264308413691727925955612798900708462503459242262515808544155778856176232063048637529589670012,5.370074e-02,7.664137e-05,143,678,284,2
966,1.30914997945313488553173507082040313471112073949337012666285088839943719741926681891989004567240738006111292238264372549,5.371594e-02,1.520017e-05,144,678,288,0
968,1.30933131414394173014784962794739155518477283669760793086760080394603694037603741045325511566279249494207239029573931854,5.389728e-02,1.813347e-04,145,678,288,2
970,1.30862260906116832036337579767202814662552492058365129147404051767252863667219784709067770248346539287779718899995615168,5.318857e-02,7.087051e-04,142,686,284,0
972,1.30938076698575843487995171892681242868352799338829676404051686400523184752305398858222622457540408358417466210474287842,5.394673e-02,7.581579e-04,145,682,288,2
974,1.30878705016765337864227466193151570635970354346269825111168645881444595552263084760634613197029315525382082658522924042,5.335301e-02,5.937168e-04,144,686,288,0
976,1.30912935845494918412571926213312497533717116352903472400855773669654188437631716199138474129578037320361726920993390583,5.369532e-02,3.423083e-04,145,686,288,2
978,1.30895411888118996209667192697827751333681640139693117734829286051392680012226449859989256331812165822679975254425982472,5.352008e-02,1.752396e-04,146,686,292,0
980,1.30915300331532053777659861152948743361425775562180444270280188854415908264177482287381127186655642124438150651609419770,5.371897e-02,1.988844e-04,145,690,288,2
982,1.30910924874343469927305062737139587551440674118891937814131861812514539314151336971161352982271668073734304972089799019,5.367521e-02,4.375457e-05,146,690,292,0
984,1.30920461106454819356203416288916156421082502392649825244321668253094725848535279818005948439537235273876995042572845235,5.377057e-02,9.536232e-05,147,690,292,2
986,1.30914862770673833501471779837198402062935030610348992531895049287596554904816332866437808034312287690530517341989052539,5.371459e-02,5.598336e-05,146,694,292,0
988,1.30875242742724497056814363010826493641229950220227021272203703445168292012744612407317705209145228313329314056299048685,5.331839e-02,3.962003e-04,145,698,288,2
990,1.30941563569259260408506631795209422734775224846159722423311913855829712121281005146180212176003798329617965739252516848,5.398160e-02,6.632083e-04,148,694,296,0
992,1.30887891979496329900569376948117741302679561982179295689387745596780598275968568379055284558366004373612940874789302171,5.344488e-02,5.367159e-04,147,698,292,2
994,1.30909392399389199095615960180811953377418646333615944254614100182796832436247720767599361777588629301107686361185284453,5.365989e-02,2.150042e-04,148,698,296,0
996,1.30867997057867505576325638715778326664396762823321465987532420324911603971584931927646711817674245240240573004421255901,5.324593e-02,4.139534e-04,147,702,292,2
998,1.30922886388132110817883987953012207836493104424850095466781188002567557858724571185026466890482533297636126059802714449,5.379483e-02,5.488933e-04,148,702,296,0
1000,1.30903799855002931645203311131543198267586703559973856601034268170176017953686756023576698719368905783246670513564499479,5.360396e-02,1.908653e-04,149,702,296,2
1002,1.30922358542416259528894231166055643241258263366893474425635352258805163525306953974187169872669034060295428528104885919,5.378955e-02,1.855869e-04,150,702,300,0
