N,M_PN,abs_diff_from_limit,gap_from_previous,K,U,Q,R
1252,1.25536395915817125166402065843404654348585751257887954809483756425189105356468039507903846709610484070526445261624735580,7.007857e-05,1.587523e-04,83,1086,164,2
1254,1.25552827829405860922205658272932822226942217591223260152319165623650587961864151752143130417907111396904790190184062166,9.424057e-05,1.643191e-04,84,1086,168,0
1256,1.25527796276098273983472371278100859752818635238025947430913295640348683207897416992065430946766639633787027452124010878,1.560750e-04,2.503155e-04,83,1090,164,2
1258,1.25550139951580312004150846817322635089396729315035638962988160397332414536183409269925318562929474999265880183335877963,6.736179e-05,2.234368e-04,84,1090,168,0
1260,1.25541344177009842850800280580327367612130613529877402817313961921674858817203769683629944080101223065730224039263798255,2.059596e-05,8.795775e-05,85,1090,168,2
1262,1.25545207908195577054162856578429115027121890262658548262119293277971684212714573660678658499183064609175809900987533336,1.804135e-05,3.863731e-05,84,1094,168,0
1264,1.25551178982755982142703052303763723182578738394278097199989174536556605873067261384420628592859390035911251488457580650,7.775210e-05,5.971075e-05,85,1094,168,2
1266,1.25538536254486529188702219274912958408159879528991922611871899824247933744218515370607813350404465341694596151537802566,4.867518e-05,1.264273e-04,84,1098,168,0
1268,1.25552886872439498883399784391874295358656289938968113413859057398173860694421297368017311589994244988535063241061163935,9.483100e-05,1.435062e-04,85,1098,168,2
1270,1.25530430962662139878679927298419616092751515907476186073429206516485895563227682216191782647250164619326332485804424328,1.297281e-04,2.245591e-04,84,1102,168,0
1272,1.25550961382430775786850246310656789747883456667320291241521345785548893109589212158353053773887462747429367851148274087,7.557610e-05,2.053042e-04,85,1102,168,2
1274,1.25533995938582616833081518434912419821436930138086720685806508327800654684219110784102071790996230287780031697508803605,9.407834e-05,1.696544e-04,86,1102,172,0
1276,1.25546640219031764180222852655603361042905347545768280839447623924022153389915051479071256630113078227150445460113937648,3.236446e-05,1.264428e-04,85,1106,168,2
1278,1.25549651771986183004412856665833158117404185759546119717673766783302380405673163078956140954987049930771615691970340523,6.247999e-05,3.011553e-05,86,1106,172,0
1280,1.25540503894476338945947197753504067638494503031523425890778164247458757251876141894715499085326443944162987906968517699,2.899878e-05,9.147878e-05,85,1110,168,2
1282,1.25552702549590619741762707325412345374747307534689932922207889491002377859991514107990679881511750572694646453973452699,9.298777e-05,1.219866e-04,86,1110,172,0
1284,1.25532890942180834541152082716624022166662996941675200840607652254304712418920410650013780932710531220929693836434263292,1.051283e-04,1.981161e-04,85,1114,168,2
1286,1.25551591065949840112797773914480673002239329479271028050150140666784299213872993579458038047550598715873276893786316898,8.187293e-05,1.870012e-04,86,1114,172,0
1288,1.25524024890792443411929903616270517627944158315301739683672074500324430594291590128095444867841772152073876240547116693,1.937888e-04,2.756618e-04,85,1118,168,2
1290,1.25547898418482991441650836524773717454684480445903360274765952505208411331866201435099630083354498909571909339798893020,4.494646e-05,2.387353e-04,86,1118,172,0
1292,1.25547559464017914290512610237905607355273806249543804458402044730837562318425914880443920209623228258556865643027124128,4.155691e-05,3.389545e-06,87,1118,172,2
1294,1.25542302478574518941369059738357753686881015304639874672331687812672519376054248142054539620467454469941555555665907043,1.101294e-05,5.256985e-05,86,1122,172,0
1296,1.25552252170841945285089957964953061626034210192995542876003084498792602323674086254785703864700134914712965991662572056,8.848398e-05,9.949692e-05,87,1122,172,2
1298,1.25535181105106256625095361054837864052036529528466658578029496443741585642705774533121804221884925932895964407748237636,8.222668e-05,1.707107e-04,86,1126,172,0
1300,1.25552023956524280284837534186583025863970836295337947217286061379431492414826556896469807937972825741936929306409200807,8.620184e-05,1.684285e-04,87,1126,172,2
1302,1.25526777012471012168492160371271905327751623829482464945800779280539448070805134399790879615098394718401232918500480094,1.662676e-04,2.524694e-04,86,1130,172,0
1304,1.25548983048380460477581910201132672954332358825466159276963372948904257324934739833393009910252591414615209450937448118,5.579276e-05,2.220604e-04,87,1130,172,2
1306,1.25544652228888112101208598412665557997237912532248872346287071718576910802151301552823086322957171105387199676598039293,1.248456e-05,4.330819e-05,88,1130,176,0
1308,1.25543935027276718094210533844650074958105165512091905273272246151255584583963506541544184918971365494044247793123712715,5.312546e-06,7.172016e-06,87,1134,172,2
1310,1.25551502350442706659111684157756926349443172411285328881257316819809039682446795360446604701383707232322413166658612067,8.098578e-05,7.567323e-05,88,1134,176,0
1312,1.25537305852546482518430960316742837702603299610686531461838868389611235212300814998120602258762993257160101754588025191,6.097920e-05,1.419650e-04,87,1138,172,2
1314,1.25552252305082120643300507081498004033976141717799330482601714559672892830806041046441746085864664104382950723094163445,8.848532e-05,1.494645e-04,88,1138,176,0
1316,1.25529360774992010044358798968808331562503383591582867216847534696717784357388960484150799724805926133118670394694941334,1.404300e-04,2.289153e-04,87,1142,172,2
1318,1.25549893520839014770402930652615942839233311317434520615897708045194787067717235713450319049390907513325036009435890985,6.489748e-05,2.053275e-04,88,1142,176,0
1320,1.25540326354649987819104851483301284139673391106676145317826394361888592191890276297839246570776010620500451778279326873,3.077418e-05,9.567166e-05,89,1142,176,2
1322,1.25545403896111664206379981363728771749573244625945173019590351472215069232059692702167407111540422422853540310236798189,2.000123e-05,5.077541e-05,88,1146,176,0
1324,1.25550402473168675465970112327931764706756257802602439184526446428575089284914827692414395958446169107197902188092540676,6.998700e-05,4.998577e-05,89,1146,176,2
1326,1.25539269089635603550404396908549730197251064136456643817705437057871384568916427063670047239293678162955493298289951722,4.134683e-05,1.113338e-04,88,1150,176,0
1328,1.25552264755997487413190870849506831604449477129509296814049410495019692650676102382822281227700673141951544088099372073,8.860983e-05,1.299567e-04,89,1150,176,2
1330,1.25531781061756112762771345410960619219159316210937314784202402627352577438493284656801980683129233864735528147726599307,1.162271e-04,2.048369e-04,88,1154,176,0
1332,1.25550627905500632976089157645249903770253935665594662670765430025938856696714286170968906370316599703605725446187851703,7.224133e-05,1.884684e-04,89,1154,176,2
1334,1.25531784952093703029677997819308412984883675937016826615546841284271962689844416297296434570984964503643372473234264785,1.161882e-04,1.884295e-04,90,1154,180,0
1336,1.25546710715221224797856414194294079549067152844280778333036557462885721786123158155216355680983050895904234682158693139,3.306942e-05,1.492576e-04,89,1158,176,2
1338,1.25548871761834534860983188124883049162174558520382804115702821025333528425060613706168837650587813996185967614699396610,5.467989e-05,2.161047e-05,90,1158,180,0
1340,1.25541074211771442408992207194712160167658361898336483770428065530823976710960998445474281012355043300354574871256722379,2.329561e-05,7.797550e-05,89,1162,176,2
1342,1.25552044948311904890796246394638605047115906503347354092209873334313560688600159287983457596294181996645328651401970675,8.641176e-05,1.097074e-04,90,1162,180,0
1344,1.25534042331699236358079890633493987240806558015416566784563423192287622159998806103897698109959807713247173075282310767,9.361441e-05,1.800262e-04,89,1166,176,2
1346,1.25551182630299888478980173377008290297018947096848521121303936980399515799826678406031939437470772040291539863945260894,7.778858e-05,1.714030e-04,90,1166,180,0
1348,1.25525827622383724536610009138518297653533630295582570891701279963159623673950111083018351043435669769610499502956455259,1.757615e-04,2.535501e-04,89,1170,176,2
1350,1.25547856305603306296303173513389906154511560857131778080378167663917889368530521421526306803760476805387901753507416384,4.452533e-05,2.202868e-04,90,1170,180,0
1352,1.25546770167354216970470854674407082729017362032813350376849334250033456750930506383871171141661916940212495457438988907,3.366395e-05,1.086138e-05,91,1170,180,2
1354,1.25542724082216524440557141800922803424495168192644736471192500524107266248297626979397408621516731264637876604562021930,6.796905e-06,4.046085e-05,90,1174,180,0
1356,1.25551569253000737063130145674001619423515973465203851099704016315377922473703898610553191138094138065717128866834657438,8.165480e-05,8.845171e-05,91,1174,180,2
1358,1.25536148619143329803188156584026623900336488936784726626856685631685397224426909434223389582301103668747507187098187227,7.255154e-05,1.542063e-04,90,1178,180,0
1360,1.25551552053689214338734885869154948177834372123717905508280836590296844786144650905076239812202887737172223615545402548,8.148281e-05,1.540343e-04,91,1178,180,2
1362,1.25528361237641539657275703781256151226064125703438236802450692869560658557046782332434990776332392744941037415083260623,1.504254e-04,2.319082e-04,90,1182,180,0
1364,1.25548840563931221044637558376378148085700037765538843380644029363616851078400525836861215893266990503927992048929010102,5.436791e-05,2.047933e-04,91,1182,180,2
1366,1.25543818550230856108714779443806384801917599205524958383041372559150841390255576152947523712322547786400787568140356164,4.147775e-06,5.022014e-05,92,1182,184,0
1368,1.25544220998985404186805436788897590549011353288053380226049208829153130533253072628419117436393953883939700597004772683,8.172263e-06,4.024488e-06,91,1186,180,2
1370,1.25550802903478684795059406554081080001646247534822756298537808088005025732105861198082786082297203467858183148304244330,7.399131e-05,6.581904e-05,92,1186,184,0
1372,1.25538103528801965886532541820850360127491538639014105845541202544263804884035912063321928634378553516518846217153463016,5.300244e-05,1.269937e-04,91,1190,180,2
1374,1.25551727839283144997873046379842663892954376524794458676284862075433777442617301324310403580287625361615216013194598664,8.324067e-05,1.362431e-04,92,1190,184,0
1376,1.25530741566692459971995308177040419512868154505995634574934858703760323434621886507242250594234800013464793511393458615,1.266221e-04,2.098627e-04,91,1194,180,2
1378,1.25549662304031096084991906821633066682492807002214060450380440132793280232469867054212497806331297932848980571458099646,6.258531e-05,1.892074e-04,92,1194,184,0
1380,1.25539285628221086962945635887843426697849949511304673820963555889914367598012433338982742976153265647874909294928574686,4.118145e-05,1.037668e-04,93,1194,184,2
1382,1.25545566648131416196433147347377076357441221962233851787249778259040319187285928592606671318929443975854233195780153478,2.162875e-05,6.281020e-05,92,1198,184,0
1384,1.25549692880655945050798236924773914369523415951848439795330601895830404987599091697359599227026428827562614406262881844,6.289108e-05,4.126233e-05,93,1198,184,2
1386,1.25539910225103172611535760819749943711924077009128281537397940193555997567222924717213544487541735407119574068844331175,3.493548e-05,9.782656e-05,92,1202,184,0
1388,1.25551698014849911484112956854532722040099749794455708365532499973471407105242513609511541559219718231604197429528588033,8.294242e-05,1.178779e-04,93,1202,184,2
1390,1.25532972685733195918673211777653672000420465962618027352590264328827049737701783135804501407986176721240527155643338518,1.043109e-04,1.872533e-04,92,1206,184,0
1392,1.25550319037050335144737238075370278261165598329863816904414279099951988531934308329240194289661334002369355544232767630,6.915264e-05,1.734635e-04,93,1206,184,2
1394,1.25526978563761470223558927117272000780282066609955443152554647887266712708831379175809113214379198619475268534132693162,1.642521e-04,2.334047e-04,94,1206,188,0
1396,1.25546762039376550530636711302378071576952171152830759776154121031640819369656767478658072680451764719573237860455234414,3.358267e-05,1.978348e-04,93,1210,184,2
1398,1.25548153483048389835091730174075363179606023405912009460291105015465579667676237911602454823108938047104363285232080058,4.749710e-05,1.391444e-05,94,1210,188,0
1400,1.25541571414686980442624918771036986081084909098279757536057173024806181893402977642817017536918401300025352553429758137,1.832358e-05,6.582068e-05,93,1214,184,2
1402,1.25551445503568745502139488167215293504113846371744089489635662191800720538344635397597606624466664415211503636153048683,8.041731e-05,9.874089e-05,94,1214,188,0
1404,1.25535058300769294424811688747214179290850022072787760705906043221966835809663825316573349474955174985939034325369988063,8.345472e-05,1.638720e-04,93,1218,184,2
1406,1.25550806662507626319283410354745658153733157625252324395095742486138558814026331067218220089708467554550268441811825236,7.402890e-05,1.574836e-04,94,1218,188,0
1408,1.25527425540195421202452821998002841938749380764369102750899363052990193157221770923844636270403166126303294655019235419,1.597823e-04,2.338112e-04,93,1222,184,2
1410,1.25547807418304461432960183672593642134449670404310499471103736432360898899599922929036633257925021240558592781520381135,4.403646e-05,2.038188e-04,94,1222,188,0
1412,1.25546032654972869107304658724432651997092159932251475695883065572062953084312006688454385618109479844998510642085880569,2.628882e-05,1.774763e-05,95,1222,188,2
1414,1.25543089320516500034654970059171209511192292465471228829913336268433376049834708253769619974273974774632316184343377227,3.144522e-06,2.943334e-05,94,1226,188,0
1416,1.25550945723185132535638846972635103806848385623016829466438567908152587096929965908569146066990095686258534528219969139,7.541950e-05,7.856403e-05,95,1226,188,2
1418,1.25537001743856487672720286206463617209236243690776491072826171056971650005303956487721620366860900943480507992615151726,6.402029e-05,1.394398e-04,94,1230,188,0
1420,1.25551119025833314475117066355787090425409889057052914423251532881353335343144041378383156041317738061492197450043442907,7.715253e-05,1.411728e-04,95,1230,188,2
1422,1.25529765943765712146683831645733667529870921922991960982845495679026411631044418066864727534361802688319995497435521392,1.363783e-04,2.135308e-04,94,1234,188,0
1424,1.25548702146737878194076941210213039811622176316321723992511336959901184735135536064515741986225179748019540414354129383,5.298374e-05,1.893620e-04,95,1234,188,2
1426,1.25543013975902442390133980549049564445030008233575124936661307245271409716537197507979645806574730477953190307265997759,3.897968e-06,5.688171e-05,96,1234,192,0
1428,1.25544465645456228302434076654899678813876115889382370948328755707957433855544351072292630232824787458231562275570712045,1.061873e-05,1.451670e-05,95,1238,188,2
1430,1.25550162422713407947070388824867300382237162443842668951393762707127791898195194976542850908742434154756691972721675748,6.758650e-05,5.696777e-05,96,1238,192,0
1432,1.25538805964779451718329585295291990193886504537527409233001808395727210379378156470331632526841199124849516282651346744,4.597808e-05,1.135646e-04,95,1242,188,2
1434,1.25551247268932838144668425930865322497158166875703358471947129387362268248552123336488756653648588058807229021703855990,7.843496e-05,1.244130e-04,96,1242,192,0
1436,1.25531966068490727448491277671162974099187113768931321784152427013166094385435305088967240708749803908413194711827229032,1.143770e-04,1.928120e-04,95,1246,188,2
1438,1.25549444538905292420179338432628091010174650758916081087418267982064498605029748276933561593180582780599364278625170898,6.040766e-05,1.747847e-04,96,1246,192,0
1440,1.25538179210110773417140996951173969932989863495228755196368314929446498424706558328224909713562504874841604970052335959,5.224563e-05,1.126533e-04,97,1246,192,2
1442,1.25545701522338340447562221787795433114340852528514828252280930459920094528834661738771048209663056453222481686339852976,2.297750e-05,7.522312e-05,96,1250,192,0
1444,1.25549039881686735147282642772186972377443501696500049558846464247071600482193543896592847340933992518435320958986294124,5.636109e-05,3.338359e-05,97,1250,192,2
1446,1.25540473517292453735323428590887118672197518115180038657096712883899529890501385485373772027778786775705695423043998102,2.930255e-05,8.566364e-05,96,1254,192,0
1448,1.25551178846875060143665596806900214432529347143450494628903384854423268051385620013743222830131407085287713414887818602,7.775074e-05,1.070533e-04,97,1254,192,2
1450,1.25534029325808298345072023844104200404103592548387673216413538819955689716416363596949855144314625375929531708800029557,9.374447e-05,1.714952e-04,96,1258,192,0
1452,1.25550031634620302285821277640708315072655720855200680828294215127951167877432866974944170287272252569855301428333187321,6.627862e-05,1.600231e-04,97,1258,192,2
1454,1.25526547724287895871925425117863985136413155656150476994086444232707707159487395075162998285230714021219895302605416167,1.685605e-04,2.348391e-04,96,1262,192,0
1456,1.25546797446328783327698630352979145395466289630319017119975833445900575877883912694850274774102093364113389079116008137,3.393674e-05,2.024972e-04,97,1262,192,2
1458,1.25547486665310169624771503114713412116232317797623696525369871010296932433000309237393302112138825251108141598710829759,4.082893e-05,6.892190e-06,98,1262,196,0
1460,1.25542006538736795387696810801677230722098799870854303001357930777298742100486745817655279114956233727482597847673080319,1.397234e-05,5.480127e-05,97,1266,192,2
1462,1.25550895979994494696365552833348158340929625502706612035456139857191439719135229163401311208002956596145152705766910227,7.492207e-05,8.889441e-05,98,1266,196,0
1464,1.25535958800159646561368230839340570639597780018776649550979910369032368919316116233625289117502032965544824863957897983,7.444973e-05,1.493718e-04,97,1270,192,2
1466,1.25550458880235916146110929134367326674594321470774383963993596435672408154028442527017842667336175640862078523396400774,7.055108e-05,1.450008e-04,98,1270,196,0
1468,1.25528848461997473297063401111396031869584748416713033248620963366937873208956432080555368694622753872448485301273372369,1.455531e-04,2.161042e-04,97,1274,192,2
1470,1.25547753183613349046837257423025690656423335407886013857388218921214811909159507311818153759418262729913681538458605723,4.349411e-05,1.890472e-04,98,1274,196,0
1472,1.25545336176069698529970849051648971055979639735099082710462681039208527907562008686846308106215151060675750462285240808,1.932403e-05,2.417008e-05,99,1274,196,2
1474,1.25543406721422391578317452423976006363597266841554997007196694690114766515235439206567131722370147126883851789550779725,2.948697e-08,1.929455e-05,98,1278,196,0
1476,1.25550373094890618631919381309603494196787018480058455159240404010631737988850799513584164042691223470430709042320590759,6.969322e-05,6.966373e-05,99,1278,196,2
1478,1.25537757242479165460802949787961941812869751710011421121947294699576350551945598198305224503737294372996081310062132668,5.646530e-05,1.261585e-04,98,1282,196,0
1480,1.25550719670363743003130175039670146416884596885343368101080115950536010119396499014583263649306868058537450030185953389,7.315898e-05,1.296243e-04,99,1282,196,2
1482,1.25531017076999003864068250777979465846586770712560567037667334599651307147724006499697787407813498552358730248170106006,1.238670e-04,1.970259e-04,98,1286,196,0
1484,1.25548567647707549685053040399179551976931462405685044486623852543885238861826459364613350331260085361874645283138867547,5.163875e-05,1.755057e-04,99,1286,196,2
1486,1.25542223664683918732625010673061685372932516684347923395977263365335762481140470236814574517226236872834403949364115945,1.180108e-05,6.343983e-05,100,1286,200,0
1488,1.25544675273560013741901857490751011154915322747179802599340723124810764143351511117726210131651896162648071614210541995,1.271501e-05,2.451609e-05,99,1290,196,2
1490,1.25549572319881811394196561701587461052346921109044683116534858762129964790652424025058537139335413007217083346011015868,6.168547e-05,4.897046e-05,100,1290,200,0
1492,1.25539427059318047814701916471503284218102017121307635989381708607890783668696446713296474700458583691524502020734423736,3.976713e-05,1.014526e-04,99,1294,196,2
1494,1.25550804671878916318814593657777947854739042537951857779949459331602193516650196593437168334516228080041889442934155234,7.400899e-05,1.137761e-04,100,1294,200,0
1496,1.25533056715830495249171034560444025796004668301699328930948314241915229483536412826664124665609452969430970466964124146,1.034706e-04,1.774796e-04,99,1298,196,2
1498,1.25549238730470503068650458737874750237544680406867805054249608921802490118740615554815746120568476868660673733574851017,5.834958e-05,1.618201e-04,100,1298,200,0
1500,1.25536937032049908756983471881183519220951656147704590967340803870519299827113442707947275217172252847101812443914924860,6.466741e-05,1.230170e-04,101,1298,200,2
